UID,APPROPRIATENESS,CONTENT_RICHNESS,GRAMMATICAL_CORRECTNESS,RELEVANCE
TEST-000042-0025,2.658203125,2.61328125,2.267578125,2.2265625
TEST-000042-0026,2.744140625,2.89453125,2.642578125,2.1484375
TEST-000042-0027,2.7265625,2.8671875,1.900390625,2.171875
TEST-000042-0028,2.798828125,2.833984375,1.6025390625,2.26171875
TEST-000042-0029,2.759765625,2.80078125,2.0703125,2.0078125
TEST-000043-0001,2.599609375,2.7109375,3.625,2.5234375
TEST-000043-0002,2.888671875,2.5625,3.755859375,2.6953125
TEST-000043-0003,3.048828125,2.5625,3.52734375,2.740234375
TEST-000043-0004,2.9140625,2.513671875,3.61328125,2.755859375
TEST-000043-0005,3.041015625,2.685546875,3.095703125,2.873046875
TEST-000043-0006,2.974609375,2.5859375,3.125,2.65234375
TEST-000043-0007,3.134765625,2.69140625,2.9765625,2.98046875
TEST-000043-0008,3.044921875,2.546875,3.125,2.638671875
TEST-000043-0009,3.181640625,2.759765625,2.9609375,2.81640625
TEST-000043-0010,3.296875,2.5703125,3.51953125,3.115234375
TEST-000043-0011,3.154296875,2.638671875,2.9765625,2.931640625
TEST-000043-0012,3.0234375,2.71484375,3.076171875,2.923828125
TEST-000043-0013,3.05859375,2.73828125,2.8671875,2.771484375
TEST-000043-0014,2.998046875,2.958984375,3.1484375,2.826171875
TEST-000043-0015,3.115234375,2.763671875,2.822265625,2.759765625
TEST-000043-0016,2.994140625,2.796875,2.8046875,2.69140625
TEST-000043-0017,3.02734375,2.779296875,2.66015625,2.44921875
TEST-000043-0018,3.15625,2.70703125,2.994140625,2.86328125
TEST-000043-0019,3.001953125,2.806640625,2.623046875,2.44921875
TEST-000043-0020,3.15234375,2.880859375,2.908203125,2.705078125
TEST-000043-0021,3.03515625,2.689453125,2.68359375,2.697265625
TEST-000043-0022,3.048828125,2.884765625,2.814453125,2.626953125
TEST-000043-0023,2.896484375,2.814453125,2.515625,2.345703125
TEST-000043-0024,2.875,2.80078125,2.2421875,2.009765625
TEST-000043-0025,2.8984375,2.80859375,2.474609375,2.306640625
TEST-000043-0026,2.98828125,2.689453125,2.798828125,2.716796875
TEST-000043-0027,2.8203125,2.771484375,2.447265625,2.306640625
TEST-000043-0028,2.83984375,2.912109375,1.578125,2.201171875
TEST-000043-0029,2.798828125,2.78515625,1.3681640625,2.21875
TEST-000043-0030,2.728515625,2.650390625,1.2998046875,2.302734375
TEST-000043-0031,2.779296875,2.845703125,1.353515625,2.10546875
TEST-000043-0032,2.822265625,2.697265625,2.76953125,2.70703125
TEST-000043-0033,2.90234375,2.74609375,1.3818359375,2.369140625
TEST-000043-0034,2.7265625,2.794921875,1.44921875,2.216796875
TEST-000043-0035,2.833984375,2.736328125,1.232421875,2.21875
TEST-000043-0036,2.75,2.640625,1.5615234375,2.380859375
TEST-000043-0037,2.712890625,2.798828125,1.11328125,2.095703125
TEST-000043-0038,2.96484375,2.7578125,2.4453125,2.3984375
TEST-000043-0039,2.962890625,2.7421875,2.35546875,2.40234375
TEST-000044-0001,2.94140625,2.576171875,3.369140625,2.537109375
TEST-000044-0002,2.515625,2.482421875,3.6640625,2.361328125
TEST-000044-0003,3.072265625,2.55078125,3.0625,2.66015625
TEST-000044-0004,3.16015625,2.5703125,3.5859375,2.91015625
TEST-000044-0005,3.138671875,2.505859375,3.130859375,2.787109375
TEST-000044-0006,2.564453125,2.5390625,2.9921875,2.19140625
TEST-000044-0007,3.119140625,2.57421875,2.771484375,2.638671875
TEST-000044-0008,2.751953125,2.568359375,2.7109375,2.14453125
TEST-000044-0009,2.89453125,2.51171875,2.568359375,2.228515625
TEST-000044-0010,2.654296875,2.546875,2.78515625,2.212890625
TEST-000044-0011,2.84375,2.53515625,1.6953125,2.3515625
TEST-000044-0012,2.88671875,2.5859375,2.86328125,2.369140625
TEST-000044-0013,3.103515625,2.548828125,1.8125,2.705078125
TEST-000044-0014,3.234375,2.578125,3.0859375,2.736328125
TEST-000044-0015,2.826171875,2.630859375,2.24609375,2.5703125
TEST-000044-0016,2.822265625,2.6484375,2.806640625,2.380859375
TEST-000044-0017,3.0546875,2.560546875,2.751953125,2.642578125
TEST-000044-0018,2.958984375,2.580078125,2.82421875,2.5234375
TEST-000044-0019,2.87109375,2.55859375,2.69140625,2.37109375
TEST-000045-0001,2.33984375,2.826171875,3.560546875,2.251953125
TEST-000045-0002,2.576171875,2.392578125,3.748046875,2.681640625
TEST-000045-0003,2.876953125,2.73046875,3.8046875,3.037109375
TEST-000045-0004,2.806640625,2.51953125,3.875,2.970703125
TEST-000045-0005,2.83984375,2.59765625,3.3203125,2.68359375
TEST-000045-0006,2.83984375,2.4375,3.208984375,2.486328125
TEST-000045-0007,2.845703125,2.490234375,2.96484375,2.494140625
TEST-000045-0008,3.14453125,2.451171875,3.330078125,2.9375
TEST-000045-0009,3.013671875,2.560546875,3.11328125,2.83984375
TEST-000045-0010,3.302734375,2.50390625,3.09765625,2.974609375
TEST-000045-0011,3.076171875,2.578125,2.728515625,2.759765625
TEST-000045-0012,2.72265625,2.455078125,2.974609375,2.412109375
TEST-000045-0013,2.962890625,2.552734375,2.998046875,2.732421875
TEST-000045-0014,3.01171875,2.50390625,3.09765625,2.771484375
TEST-000045-0015,3.009765625,2.67578125,2.953125,2.65625
TEST-000045-0016,3.142578125,2.580078125,3.212890625,2.947265625
TEST-000045-0017,2.861328125,2.716796875,2.830078125,2.47265625
TEST-000045-0018,2.6328125,2.5390625,2.982421875,2.51171875
TEST-000045-0019,2.77734375,2.544921875,2.841796875,2.52734375
TEST-000045-0020,2.779296875,2.607421875,2.80078125,2.5625
TEST-000045-0021,2.97265625,2.931640625,2.86328125,2.701171875
TEST-000045-0022,3.13671875,2.53515625,3.052734375,2.91015625
TEST-000045-0023,2.71484375,2.595703125,2.150390625,2.5
TEST-000045-0024,2.861328125,2.572265625,2.77734375,2.6015625
TEST-000045-0025,2.853515625,2.615234375,2.662109375,2.494140625
TEST-000045-0026,2.96484375,2.5,2.701171875,2.71484375
TEST-000045-0027,2.880859375,2.603515625,2.572265625,2.5625
TEST-000046-0001,2.921875,2.8046875,3.71484375,2.78125
TEST-000047-0001,2.87109375,2.828125,3.689453125,2.876953125
TEST-000048-0001,3.076171875,2.466796875,4.296875,3.28125
TEST-000049-0001,3.001953125,2.7109375,4.03515625,2.982421875
TEST-000050-0001,2.8359375,2.89453125,3.685546875,2.73046875
TEST-000051-0001,2.876953125,2.58203125,3.26171875,2.509765625
TEST-000051-0002,2.947265625,2.576171875,3.794921875,2.92578125
TEST-000051-0003,3.103515625,2.47265625,3.248046875,2.78125
TEST-000051-0004,2.955078125,2.541015625,2.19140625,2.896484375
TEST-000051-0005,3.2578125,2.53515625,3.15234375,2.818359375
TEST-000051-0006,3.162109375,2.541015625,3.32421875,2.77734375
TEST-000051-0007,3.078125,2.5703125,2.66015625,2.505859375
TEST-000051-0008,2.765625,2.576171875,3.056640625,2.46875
TEST-000051-0009,2.869140625,2.73828125,2.767578125,2.5625
TEST-000051-0010,3.1640625,2.62890625,3.236328125,2.66796875
TEST-000051-0011,3.162109375,2.58984375,2.939453125,2.763671875
TEST-000051-0012,2.8359375,2.576171875,3.048828125,2.58203125
TEST-000051-0013,2.4921875,2.55859375,1.7314453125,2.1484375
TEST-000051-0014,2.65625,2.5859375,2.73828125,2.197265625
TEST-000051-0015,3.02734375,2.576171875,2.814453125,2.572265625
TEST-000051-0016,2.947265625,2.62890625,2.935546875,2.46875
TEST-000051-0017,2.5625,2.759765625,1.7119140625,2.13671875
TEST-000051-0018,2.87109375,2.806640625,2.798828125,2.404296875
TEST-000051-0019,2.962890625,2.6640625,2.54296875,2.47265625
TEST-000051-0020,2.5703125,2.6484375,1.53125,2.224609375
TEST-000051-0021,2.427734375,2.673828125,1.5732421875,1.9423828125
TEST-000051-0022,2.501953125,2.65625,1.7412109375,2.115234375
TEST-000051-0023,2.95703125,2.630859375,2.5859375,2.451171875
TEST-000051-0024,3.125,2.65625,2.890625,2.740234375
TEST-000051-0025,2.53125,2.60546875,1.6435546875,2.044921875
TEST-000051-0026,2.560546875,2.650390625,1.7451171875,2.13671875
TEST-000051-0027,2.46484375,2.611328125,1.5859375,1.9658203125
TEST-000051-0028,2.95703125,2.71875,1.5146484375,2.416015625
TEST-000051-0029,2.884765625,2.787109375,2.357421875,2.400390625
TEST-000051-0030,2.408203125,2.673828125,1.568359375,1.876953125
TEST-000051-0031,2.884765625,2.61328125,2.390625,2.34375
TEST-000052-0001,2.81640625,2.767578125,3.39453125,2.62109375
TEST-000052-0002,3.23828125,2.65625,3.533203125,3.283203125
TEST-000052-0003,2.984375,2.841796875,3.2734375,2.75390625
TEST-000052-0004,3.416015625,2.552734375,3.509765625,3.103515625
TEST-000052-0005,3.27734375,2.57421875,3.26953125,3.1015625
TEST-000052-0006,3.3515625,2.642578125,3.43359375,3.23828125
TEST-000052-0007,2.900390625,2.517578125,2.556640625,2.748046875
TEST-000052-0008,3.263671875,2.724609375,3.10546875,3.123046875
TEST-000052-0009,3.212890625,2.681640625,2.947265625,2.9375
TEST-000052-0010,3.1953125,2.640625,3.125,3.12890625
TEST-000052-0011,3.29296875,2.66796875,2.935546875,3.05859375
TEST-000052-0012,3.044921875,2.52734375,2.9296875,2.892578125
TEST-000052-0013,3.177734375,2.572265625,2.830078125,2.908203125
TEST-000052-0014,3.177734375,2.583984375,2.888671875,2.837890625
TEST-000052-0015,3.10546875,2.626953125,2.712890625,2.642578125
TEST-000052-0016,2.931640625,2.44140625,3.015625,2.767578125
TEST-000052-0017,3.03125,2.796875,2.50390625,2.509765625
TEST-000052-0018,3.16015625,2.728515625,2.8515625,3.033203125
TEST-000052-0019,3.021484375,2.71484375,2.40625,2.4921875
TEST-000052-0020,2.986328125,2.509765625,2.40234375,2.431640625
TEST-000052-0021,3.046875,2.83984375,2.408203125,2.484375
TEST-000052-0022,3.224609375,2.751953125,2.501953125,2.732421875
TEST-000052-0023,3.119140625,2.81640625,2.220703125,2.5625
TEST-000052-0024,3.123046875,2.736328125,2.283203125,2.51953125
TEST-000052-0025,3.083984375,2.640625,2.48828125,2.5859375
TEST-000052-0026,3.306640625,2.66796875,2.775390625,2.951171875
TEST-000052-0027,3.20703125,2.6796875,2.578125,2.69140625
TEST-000052-0028,3.02734375,2.6953125,2.154296875,2.271484375
TEST-000052-0029,3.08203125,2.537109375,2.20703125,2.529296875
TEST-000053-0001,2.927734375,2.923828125,4.20703125,3.259765625
TEST-000054-0001,2.984375,2.912109375,3.845703125,2.931640625
TEST-000054-0002,2.990234375,2.83203125,3.767578125,3.03125
TEST-000054-0003,3.2734375,2.833984375,3.85546875,3.353515625
TEST-000054-0004,3.2578125,2.728515625,3.86328125,3.421875
TEST-000054-0005,3.154296875,2.828125,3.84765625,3.5
TEST-000054-0006,3.556640625,2.77734375,3.953125,3.587890625
TEST-000054-0007,3.41015625,2.859375,3.46875,3.189453125
TEST-000054-0008,3.328125,2.80859375,3.42578125,3.1640625
TEST-000054-0009,3.4296875,2.85546875,3.4140625,3.25390625
TEST-000054-0010,3.166015625,2.8203125,3.24609375,2.90625
TEST-000054-0011,3.130859375,2.830078125,3.173828125,2.861328125
TEST-000054-0012,3.20703125,2.796875,3.314453125,2.970703125
TEST-000054-0013,3.232421875,2.84765625,3.099609375,2.96875
TEST-000054-0014,2.982421875,2.767578125,2.99609375,2.501953125
TEST-000054-0015,3.064453125,2.80078125,2.994140625,2.71484375
TEST-000054-0016,3.056640625,2.75390625,3.025390625,2.73046875
TEST-000054-0017,2.96875,2.755859375,3.06640625,2.7734375
TEST-000054-0018,2.96484375,2.634765625,2.916015625,2.55859375
TEST-000054-0019,3.091796875,2.744140625,2.984375,2.8125
TEST-000054-0020,3.123046875,2.73828125,3.05078125,2.869140625
TEST-000054-0021,3.099609375,2.791015625,2.78125,2.76171875
TEST-000054-0022,3.140625,2.6875,2.84765625,2.748046875
TEST-000054-0023,3.048828125,2.74609375,1.9580078125,2.724609375
TEST-000054-0024,3.228515625,2.76171875,2.7734375,2.763671875
TEST-000054-0025,3.09375,2.66796875,2.890625,2.8515625
TEST-000054-0026,2.9375,2.80859375,2.650390625,2.537109375
TEST-000054-0027,3.09765625,2.853515625,2.865234375,2.751953125
TEST-000054-0028,2.9375,2.853515625,1.669921875,2.650390625
TEST-000054-0029,2.9921875,2.861328125,1.6904296875,2.6875
TEST-000054-0030,2.779296875,2.818359375,1.607421875,2.357421875
TEST-000054-0031,2.998046875,2.7578125,2.69140625,2.560546875
TEST-000054-0032,2.736328125,2.724609375,1.5361328125,2.1640625
TEST-000054-0033,2.82421875,2.81640625,1.4482421875,2.328125
TEST-000054-0034,2.9453125,2.615234375,2.779296875,2.54296875
TEST-000054-0035,2.41015625,2.5703125,1.3564453125,2.154296875
TEST-000054-0036,2.640625,2.779296875,1.3662109375,2.18359375
TEST-000054-0037,2.77734375,2.732421875,1.4853515625,2.384765625
TEST-000054-0038,2.5703125,2.63671875,1.3056640625,2.025390625
TEST-000054-0039,2.814453125,2.724609375,2.5859375,2.396484375
TEST-000054-0040,2.73046875,2.740234375,1.2822265625,2.1328125
TEST-000054-0041,2.759765625,2.759765625,2.01953125,2.412109375
TEST-000054-0042,2.740234375,2.634765625,1.228515625,2.134765625
TEST-000055-0001,3.0,2.5234375,3.94921875,2.859375
TEST-000056-0001,3.02734375,2.720703125,3.234375,2.982421875
TEST-000057-0001,3.08984375,2.75390625,3.2265625,2.439453125
TEST-000057-0002,2.900390625,2.87890625,3.34765625,2.6171875
TEST-000057-0003,3.076171875,2.634765625,3.060546875,2.693359375
TEST-000057-0004,3.25,2.521484375,3.451171875,2.849609375
TEST-000057-0005,3.21484375,2.58984375,3.1015625,2.75
TEST-000057-0006,3.0390625,2.611328125,1.939453125,2.916015625
TEST-000057-0007,2.89453125,2.580078125,2.45703125,2.703125
TEST-000057-0008,3.1328125,2.556640625,3.228515625,2.685546875
TEST-000057-0009,3.09375,2.5234375,2.822265625,2.599609375
TEST-000057-0010,2.994140625,2.431640625,3.1796875,2.74609375
TEST-000057-0011,2.94921875,2.556640625,2.806640625,2.443359375
TEST-000057-0012,3.15625,2.6171875,3.119140625,2.947265625
TEST-000057-0013,3.208984375,2.548828125,2.763671875,2.8046875
TEST-000057-0014,3.06640625,2.67578125,2.978515625,2.826171875
TEST-000057-0015,3.24609375,2.859375,2.85546875,2.7734375
TEST-000057-0016,3.123046875,2.583984375,2.84765625,2.734375
TEST-000057-0017,2.83984375,2.576171875,2.09765625,2.568359375
TEST-000057-0018,2.546875,2.55859375,2.630859375,2.04296875
TEST-000057-0019,2.818359375,2.673828125,2.052734375,2.4140625
TEST-000057-0020,2.12109375,2.564453125,1.69921875,1.8671875
TEST-000057-0021,2.6015625,2.529296875,2.38671875,1.9326171875
TEST-000057-0022,2.517578125,2.619140625,2.357421875,1.943359375
TEST-000057-0023,2.658203125,2.544921875,1.408203125,2.203125
TEST-000057-0024,2.62890625,2.53515625,1.921875,2.140625
TEST-000057-0025,2.619140625,2.599609375,1.837890625,2.189453125
TEST-000057-0026,2.724609375,2.58984375,2.419921875,2.248046875
TEST-000057-0027,3.03125,2.607421875,1.4677734375,2.509765625
TEST-000057-0028,2.728515625,2.6328125,1.6865234375,2.4375
TEST-000057-0029,2.666015625,2.640625,1.833984375,2.271484375
TEST-000057-0030,1.6083984375,2.583984375,1.2919921875,1.80078125
TEST-000057-0031,2.681640625,2.59375,2.423828125,2.5859375
TEST-000058-0001,2.29296875,2.6953125,3.380859375,2.080078125
TEST-000058-0002,2.15625,2.708984375,1.88671875,2.033203125
TEST-000058-0003,2.978515625,2.712890625,3.5078125,2.96484375
TEST-000059-0001,3.263671875,2.720703125,4.0234375,3.23828125
TEST-000060-0001,2.80078125,2.32421875,3.98828125,3.041015625
TEST-000060-0002,2.892578125,2.86328125,3.775390625,3.0703125
TEST-000060-0003,2.71875,2.861328125,3.4453125,2.779296875
TEST-000060-0004,2.978515625,2.759765625,3.421875,3.015625
TEST-000060-0005,3.087890625,2.80078125,3.58984375,3.205078125
TEST-000060-0006,3.3984375,2.505859375,3.90234375,3.4609375
TEST-000060-0007,3.3515625,2.759765625,3.66015625,3.47265625
TEST-000060-0008,3.306640625,2.462890625,3.52734375,3.15234375
TEST-000060-0009,3.115234375,2.751953125,3.3359375,3.12890625
TEST-000060-0010,2.994140625,2.8359375,3.087890625,2.712890625
TEST-000060-0011,3.25,2.71875,2.08203125,3.1484375
TEST-000060-0012,3.41796875,2.724609375,3.505859375,3.455078125
TEST-000060-0013,3.162109375,2.876953125,3.333984375,3.02734375
TEST-000060-0014,3.154296875,2.689453125,3.287109375,3.154296875
TEST-000060-0015,3.171875,2.837890625,3.189453125,2.92578125
TEST-000060-0016,3.189453125,2.69140625,3.06640625,2.87109375
TEST-000060-0017,3.103515625,2.73828125,1.9453125,2.85546875
TEST-000060-0018,3.013671875,2.783203125,2.87109375,2.603515625
TEST-000060-0019,2.71484375,2.80078125,2.666015625,2.111328125
TEST-000060-0020,2.884765625,2.666015625,2.72265625,2.486328125
TEST-000060-0021,2.69140625,2.728515625,2.654296875,2.2734375
TEST-000060-0022,2.80078125,2.759765625,1.5654296875,2.3828125
TEST-000060-0023,2.66796875,2.541015625,2.427734375,2.162109375
TEST-000060-0024,2.69921875,2.716796875,1.6337890625,2.076171875
TEST-000060-0025,2.740234375,2.76953125,1.712890625,2.345703125
TEST-000060-0026,2.806640625,2.7421875,2.6796875,2.359375
TEST-000060-0027,2.9140625,2.77734375,1.6455078125,2.55078125
TEST-000060-0028,2.76953125,2.7890625,1.4892578125,2.2734375
TEST-000060-0029,2.90234375,2.650390625,2.6640625,2.458984375
TEST-000060-0030,2.55859375,2.830078125,2.515625,1.880859375
TEST-000060-0031,2.873046875,2.646484375,2.302734375,2.203125
TEST-000060-0032,2.619140625,2.6640625,1.9990234375,2.130859375
TEST-000060-0033,2.673828125,2.669921875,2.0625,2.240234375
TEST-000060-0034,2.669921875,2.587890625,1.427734375,2.171875
TEST-000061-0001,2.470703125,2.724609375,3.76953125,2.548828125
TEST-000062-0001,2.98828125,2.59375,4.046875,3.15625
TEST-000063-0001,3.26953125,2.912109375,3.75390625,3.18359375
TEST-000064-0001,2.9765625,2.859375,3.830078125,2.677734375
TEST-000065-0001,3.310546875,2.705078125,3.421875,2.935546875
TEST-000065-0002,2.275390625,2.4609375,3.41015625,2.240234375
TEST-000065-0003,3.03515625,2.56640625,2.908203125,2.728515625
TEST-000065-0004,2.541015625,2.470703125,2.037109375,2.525390625
TEST-000065-0005,3.072265625,2.484375,2.931640625,2.693359375
TEST-000065-0006,2.794921875,2.552734375,1.912109375,2.56640625
TEST-000065-0007,2.98046875,2.591796875,2.517578125,2.513671875
TEST-000065-0008,3.1484375,2.474609375,2.80078125,2.55859375
TEST-000065-0009,3.04296875,2.619140625,2.46875,2.419921875
TEST-000065-0010,2.96484375,2.49609375,2.654296875,2.3828125
TEST-000065-0011,2.9921875,2.638671875,2.37109375,2.388671875
TEST-000065-0012,2.927734375,2.529296875,2.482421875,2.294921875
TEST-000065-0013,2.921875,2.623046875,1.59375,2.4765625
TEST-000065-0014,3.056640625,2.564453125,2.9140625,2.458984375
TEST-000065-0015,3.076171875,2.6015625,2.755859375,2.48828125
TEST-000065-0016,2.92578125,2.67578125,2.451171875,2.42578125
TEST-000065-0017,2.9375,2.619140625,1.744140625,2.59375
TEST-000065-0018,2.498046875,2.5,1.7373046875,2.3359375
TEST-000065-0019,3.0859375,2.708984375,1.611328125,2.625
TEST-000065-0020,3.265625,2.6328125,3.15625,2.7265625
TEST-000065-0021,3.15625,2.5390625,1.638671875,2.728515625
TEST-000065-0022,2.640625,2.595703125,2.44921875,2.265625
TEST-000065-0023,2.986328125,2.5625,2.4921875,2.525390625
TEST-000065-0024,2.56640625,2.580078125,2.47265625,2.306640625
TEST-000065-0025,2.8828125,2.521484375,2.419921875,2.501953125
TEST-000065-0026,2.712890625,2.572265625,1.515625,2.56640625
TEST-000065-0027,2.693359375,2.6015625,1.3916015625,2.283203125
TEST-000065-0028,3.025390625,2.640625,2.888671875,2.611328125
TEST-000065-0029,2.896484375,2.634765625,1.5009765625,2.509765625
TEST-000065-0030,2.755859375,2.658203125,1.4697265625,2.421875
TEST-000065-0031,2.96875,2.599609375,1.41796875,2.45703125
TEST-000066-0001,3.287109375,2.68359375,3.94140625,2.96484375
TEST-000067-0001,2.736328125,2.83203125,3.9765625,2.822265625
TEST-000068-0001,2.830078125,2.58203125,3.80859375,2.71875
TEST-000068-0002,2.869140625,2.591796875,3.20703125,2.591796875
TEST-000068-0003,2.3828125,2.8046875,3.41796875,2.216796875
TEST-000068-0004,2.875,2.65625,3.5703125,2.82421875
TEST-000068-0005,2.4453125,2.73828125,3.380859375,2.5
TEST-000068-0006,2.955078125,2.701171875,3.193359375,2.693359375
TEST-000068-0007,3.013671875,2.7578125,3.03515625,2.72265625
TEST-000068-0008,3.01171875,2.830078125,2.837890625,2.5234375
TEST-000068-0009,2.767578125,2.76171875,3.345703125,2.8984375
TEST-000068-0010,3.0859375,2.76171875,2.81640625,2.55859375
TEST-000068-0011,3.2265625,2.900390625,2.80078125,2.759765625
TEST-000068-0012,3.166015625,2.705078125,2.841796875,2.861328125
TEST-000068-0013,3.048828125,2.78515625,2.912109375,2.53125
TEST-000068-0014,2.9375,2.798828125,2.7265625,2.37109375
TEST-000068-0015,2.908203125,2.5390625,2.330078125,2.220703125
TEST-000068-0016,2.5546875,2.919921875,1.7666015625,2.265625
TEST-000068-0017,3.013671875,2.81640625,2.73046875,2.556640625
TEST-000068-0018,2.634765625,2.625,1.5107421875,2.109375
TEST-000068-0019,2.673828125,2.7890625,1.900390625,2.1953125
TEST-000068-0020,3.09765625,2.751953125,2.544921875,2.56640625
TEST-000068-0021,3.048828125,2.7109375,2.3359375,2.435546875
TEST-000068-0022,2.716796875,2.78125,1.8896484375,2.275390625
TEST-000068-0023,2.7578125,2.822265625,1.9150390625,2.271484375
TEST-000068-0024,2.724609375,2.806640625,1.8408203125,2.158203125
TEST-000068-0025,3.0859375,2.73046875,2.56640625,2.416015625
TEST-000068-0026,2.55859375,2.62109375,1.7060546875,2.16015625
TEST-000068-0027,2.80859375,2.77734375,1.9638671875,2.375
TEST-000068-0028,2.751953125,2.689453125,1.9404296875,2.34765625
TEST-000068-0029,2.7578125,2.646484375,1.84765625,2.19140625
TEST-000068-0030,2.673828125,2.744140625,1.9228515625,2.205078125
TEST-000069-0001,3.18359375,2.705078125,4.171875,2.919921875
TEST-000069-0002,2.970703125,2.751953125,3.78515625,2.958984375
TEST-000069-0003,3.22265625,2.76953125,3.640625,3.03125
TEST-000069-0004,3.037109375,2.8515625,3.44921875,2.8359375
TEST-000069-0005,2.9765625,2.76171875,3.53515625,2.935546875
TEST-000069-0006,3.431640625,2.818359375,3.798828125,3.4140625
TEST-000069-0007,3.1015625,2.732421875,3.32421875,3.09765625
TEST-000069-0008,3.392578125,2.51171875,3.533203125,3.169921875
TEST-000069-0009,3.263671875,2.658203125,3.474609375,3.251953125
TEST-000069-0010,3.03125,2.736328125,3.162109375,2.798828125
TEST-000069-0011,3.251953125,2.75390625,2.076171875,3.109375
TEST-000069-0012,3.201171875,2.65625,2.791015625,2.634765625
TEST-000069-0013,3.466796875,2.732421875,3.265625,3.28515625
TEST-000069-0014,2.662109375,2.669921875,2.01953125,2.6328125
TEST-000069-0015,3.29296875,2.705078125,1.9169921875,3.0390625
TEST-000069-0016,3.439453125,2.845703125,3.09765625,3.1015625
TEST-000069-0017,3.177734375,2.669921875,2.9921875,2.939453125
TEST-000069-0018,3.044921875,2.654296875,1.5390625,2.45703125
TEST-000069-0019,3.095703125,2.80078125,2.38671875,2.392578125
TEST-000069-0020,2.60546875,2.7578125,1.8076171875,2.2421875
TEST-000069-0021,3.03515625,2.716796875,1.8486328125,2.66796875
TEST-000069-0022,2.607421875,2.787109375,1.755859375,2.158203125
TEST-000069-0023,3.18359375,2.705078125,1.7666015625,2.916015625
TEST-000069-0024,3.048828125,2.73828125,2.185546875,2.19921875
TEST-000069-0025,3.19140625,2.7890625,2.7109375,2.64453125
TEST-000069-0026,2.6875,2.8203125,1.93359375,2.169921875
TEST-000069-0027,2.603515625,2.59375,1.9033203125,2.18359375
TEST-000069-0028,2.6171875,2.779296875,1.845703125,2.107421875
TEST-000069-0029,2.58984375,2.482421875,1.93359375,2.244140625
TEST-000069-0030,2.8046875,2.677734375,1.9853515625,2.376953125
TEST-000069-0031,2.5078125,2.72265625,1.654296875,2.0546875
TEST-000069-0032,2.666015625,2.697265625,1.6171875,2.228515625
TEST-000069-0033,2.765625,2.607421875,1.4345703125,2.4453125
TEST-000069-0034,2.73828125,2.796875,1.6435546875,2.27734375
TEST-000069-0035,2.44921875,2.798828125,1.685546875,2.23828125
TEST-000069-0036,2.681640625,2.763671875,1.931640625,2.19140625
TEST-000069-0037,2.548828125,2.78125,1.662109375,2.056640625
TEST-000069-0038,2.85546875,2.638671875,1.705078125,2.330078125
TEST-000069-0039,2.7734375,2.525390625,1.6318359375,2.3828125
TEST-000069-0040,2.78515625,2.74609375,1.505859375,2.23046875
TEST-000069-0041,2.95703125,2.53515625,1.990234375,2.5390625
TEST-000069-0042,2.52734375,2.63671875,1.2900390625,1.880859375
TEST-000070-0001,2.53515625,2.76171875,3.53125,2.392578125
TEST-000070-0002,2.65625,2.55859375,3.357421875,2.455078125
TEST-000070-0003,3.091796875,2.58984375,3.166015625,2.787109375
TEST-000070-0004,3.259765625,2.490234375,3.451171875,2.955078125
TEST-000070-0005,2.9375,2.599609375,2.81640625,2.494140625
TEST-000070-0006,3.1171875,2.58984375,3.302734375,2.708984375
TEST-000070-0007,3.052734375,2.58984375,2.634765625,2.517578125
TEST-000070-0008,2.677734375,2.544921875,1.791015625,2.5
TEST-000070-0009,3.017578125,2.59765625,3.005859375,2.482421875
TEST-000070-0010,2.986328125,2.609375,2.875,2.45703125
TEST-000070-0011,2.78515625,2.673828125,2.08984375,2.263671875
TEST-000070-0012,3.353515625,2.67578125,3.068359375,2.833984375
TEST-000070-0013,2.583984375,2.74609375,1.81640625,2.30859375
TEST-000070-0014,2.03125,2.677734375,1.9111328125,1.67578125
TEST-000070-0015,2.833984375,2.693359375,2.021484375,2.240234375
TEST-000070-0016,2.904296875,2.603515625,1.7783203125,2.658203125
TEST-000070-0017,2.818359375,2.61328125,2.015625,2.28515625
TEST-000070-0018,2.9921875,2.55859375,1.7890625,2.587890625
TEST-000070-0019,2.91015625,2.912109375,1.6669921875,2.44921875
TEST-000070-0020,2.958984375,2.642578125,2.890625,2.546875
TEST-000070-0021,2.4609375,2.599609375,1.6064453125,2.0703125
TEST-000070-0022,2.490234375,2.630859375,1.673828125,2.0390625
TEST-000070-0023,2.431640625,2.634765625,1.59375,1.9228515625
TEST-000070-0024,2.90625,2.6171875,1.6796875,2.4921875
TEST-000070-0025,2.435546875,2.662109375,1.580078125,2.025390625
TEST-000070-0026,2.44140625,2.580078125,1.630859375,1.9794921875
TEST-000070-0027,2.486328125,2.578125,1.5205078125,1.923828125
TEST-000070-0028,2.51171875,2.5390625,1.6123046875,2.19921875
TEST-000070-0029,2.373046875,2.578125,1.4931640625,1.9150390625
TEST-000070-0030,2.759765625,2.55078125,1.5986328125,2.3984375
TEST-000070-0031,2.388671875,2.595703125,1.486328125,1.884765625
TEST-000071-0001,2.072265625,2.71484375,3.16796875,2.072265625
TEST-000071-0002,2.365234375,2.498046875,2.994140625,1.9599609375
TEST-000071-0003,2.509765625,2.677734375,2.869140625,2.22265625
TEST-000072-0001,3.314453125,2.748046875,4.0625,3.076171875
TEST-000073-0001,2.87109375,2.84375,3.87109375,2.736328125
